timestep,id,left,top,height,width,img_height,img_width,parent
16,77,442.0892088,225.059714,10,10,1000,1000,76
16,78,418.6293433,213.3187339,10,10,1000,1000,76
16,79,581.6729648,800.3063483,10,10,1000,1000,0
16,98,629.1317396,627.2133566,10,10,1000,1000,0
16,101,728.50283,725.1814301,10,10,1000,1000,0
16,117,772.872554,243.5176073,10,10,1000,1000,116
16,181,777.3928247,228.8931361,10,10,1000,1000,180
16,216,789.987441,214.8380121,10,10,1000,1000,180
17,1,195.8069593,688.1439978,10,10,1000,1000,0
17,3,173.0884871,695.2416295,10,10,1000,1000,0
17,54,273.9613593,311.0315468,10,10,1000,1000,0
17,57,449.6541869,442.7704376,10,10,1000,1000,56
17,64,430.7948773,437.3813675,10,10,1000,1000,56
17,77,440.7320242,221.3534373,10,10,1000,1000,76
17,78,418.6337695,211.8578185,10,10,1000,1000,76
17,79,583.2315498,797.7522118,10,10,1000,1000,0
17,98,631.8710788,631.9576393,10,10,1000,1000,0
17,101,729.6786912,723.2539546,10,10,1000,1000,0
17,117,769.9188188,243.2728008,10,10,1000,1000,116
17,181,781.3269477,228.7951275,10,10,1000,1000,180
18,217,434.7656825,443.3341002,10,10,1000,1000,0
18,1,196.0383726,686.7350304,10,10,1000,1000,0
18,3,172.7434848,694.9000193,10,10,1000,1000,0
18,54,271.9736341,311.5210425,10,10,1000,1000,0
18,57,451.8626535,440.2364409,10,10,1000,1000,56
18,64,431.3657755,436.2584777,10,10,1000,1000,56
18,77,436.9161974,218.5291936,10,10,1000,1000,76
18,78,418.181731,212.6912087,10,10,1000,1000,76
18,79,582.1259085,798.0227206,10,10,1000,1000,0
18,98,624.5408797,633.1044492,10,10,1000,1000,0
18,101,727.2807588,719.7259792,10,10,1000,1000,0
18,117,766.1169121,243.2182482,10,10,1000,1000,116
18,181,782.5652444,228.3729612,10,10,1000,1000,180
19,217,435.0191727,446.3615336,10,10,1000,1000,0
19,1,196.8237303,683.5707653,10,10,1000,1000,0
19,3,172.6178441,694.0376955,10,10,1000,1000,0
19,54,270.4411303,311.5295525,10,10,1000,1000,0
19,57,454.8373728,438.1587309,10,10,1000,1000,56
19,64,433.6071525,434.668894,10,10,1000,1000,56
19,77,437.472284,216.2980924,10,10,1000,1000,76
19,78,423.378557,210.9032361,10,10,1000,1000,76
19,79,583.0771892,795.4214406,10,10,1000,1000,0
19,99,613.9445409,638.4181524,10,10,1000,1000,98
19,100,631.4507588,628.1229708,10,10,1000,1000,98
19,101,728.9647088,720.0853537,10,10,1000,1000,0
19,117,762.9175936,240.3623899,10,10,1000,1000,116
19,182,781.9309514,232.6099767,10,10,1000,1000,181
19,185,783.5790805,216.8307448,10,10,1000,1000,181
20,217,433.500521,444.9146587,10,10,1000,1000,0
20,1,195.2858141,682.3868339,10,10,1000,1000,0
20,3,171.4556635,694.6656695,10,10,1000,1000,0
20,54,270.8599335,313.3554106,10,10,1000,1000,0
20,57,451.4622282,434.2837613,10,10,1000,1000,56
20,64,436.4482209,432.864298,10,10,1000,1000,56
20,77,438.9172537,216.1067584,10,10,1000,1000,76
20,78,426.6427258,212.1645578,10,10,1000,1000,76
20,79,580.835056,794.1149011,10,10,1000,1000,0
20,99,609.6532402,640.4075576,10,10,1000,1000,98
20,100,633.9183325,625.5844219,10,10,1000,1000,98
20,102,723.5309047,728.7235925,10,10,1000,1000,101
20,115,733.2388473,711.4605524,10,10,1000,1000,101
20,117,761.8568659,241.1851979,10,10,1000,1000,116
20,182,782.1184675,230.798409,10,10,1000,1000,181
20,186,775.6888865,222.5073831,10,10,1000,1000,185
20,187,791.5241578,210.474244,10,10,1000,1000,185
21,217,435.5577983,444.5812079,10,10,1000,1000,0
21,1,194.6971623,679.5460727,10,10,1000,1000,0
21,3,166.2451668,696.732417,10,10,1000,1000,0
21,54,271.4514112,311.7238323,10,10,1000,1000,0
21,57,449.4529797,434.1031602,10,10,1000,1000,56
21,64,436.8717923,432.5383546,10,10,1000,1000,56
21,77,442.0257113,214.3490675,10,10,1000,1000,76
21,78,427.110583,209.9635809,10,10,1000,1000,76
21,79,581.639282,793.6194473,10,10,1000,1000,0
21,99,605.762756,643.4109968,10,10,1000,1000,98
21,100,635.9345782,623.9768867,10,10,1000,1000,98
21,102,725.5598201,733.6373532,10,10,1000,1000,101
21,115,732.2318413,712.3020734,10,10,1000,1000,101
21,117,763.9642203,243.7458962,10,10,1000,1000,116
21,182,780.8364668,227.6648329,10,10,1000,1000,181
21,187,791.5241578,210.474244,10,10,1000,1000,185
22,217,435.3527149,446.3840874,10,10,1000,1000,0
22,1,195.8195329,680.2515603,10,10,1000,1000,0
22,3,164.6754693,695.4928879,10,10,1000,1000,0
22,54,271.541873,309.3486395,10,10,1000,1000,0
22,58,445.1141609,443.7999031,10,10,1000,1000,57
22,61,451.4933403,424.6698973,10,10,1000,1000,57
22,64,436.6333937,429.9142078,10,10,1000,1000,56
22,77,442.8317598,214.4096477,10,10,1000,1000,76
22,78,427.8347451,208.7692365,10,10,1000,1000,76
22,79,583.1298646,791.9098985,10,10,1000,1000,0
22,99,603.1116753,643.3746005,10,10,1000,1000,98
22,100,636.5059265,623.456864,10,10,1000,1000,98
22,102,733.3020851,732.4337081,10,10,1000,1000,101
22,115,730.0728619,711.0825416,10,10,1000,1000,101
22,117,760.1452472,244.6004181,10,10,1000,1000,116
22,182,780.671509,227.0053501,10,10,1000,1000,181
22,187,795.9214474,212.9236085,10,10,1000,1000,185
23,217,435.6114399,446.9093912,10,10,1000,1000,0
23,1,194.2671494,684.5975317,10,10,1000,1000,0
23,3,161.3514219,697.9182981,10,10,1000,1000,0
23,54,270.8160724,309.8590251,10,10,1000,1000,0
23,58,443.1506744,439.3657325,10,10,1000,1000,57
23,61,451.1697408,423.8577746,10,10,1000,1000,57
23,64,437.2104033,429.1313212,10,10,1000,1000,56
23,77,442.8052691,211.1683205,10,10,1000,1000,76
23,78,425.7323324,210.6394284,10,10,1000,1000,76
23,79,584.5990446,788.8990687,10,10,1000,1000,0
23,99,599.0453363,646.1482459,10,10,1000,1000,98
23,102,735.3456513,731.8070706,10,10,1000,1000,101
23,115,728.3220621,710.1957974,10,10,1000,1000,101
23,117,756.6901048,244.7794703,10,10,1000,1000,116
23,182,783.1494196,226.4848668,10,10,1000,1000,181
23,187,797.1201895,217.837529,10,10,1000,1000,185
24,217,443.6578046,442.8772414,10,10,1000,1000,0
24,1,193.3250102,682.6653252,10,10,1000,1000,0
24,4,158.2074402,707.9282459,10,10,1000,1000,3
24,27,163.0096777,689.5329898,10,10,1000,1000,3
24,54,269.9040597,312.0002039,10,10,1000,1000,0
24,58,451.7927861,443.1663787,10,10,1000,1000,57
24,61,452.056764,421.2432378,10,10,1000,1000,57
24,64,436.7318603,422.3519068,10,10,1000,1000,56
24,77,443.5514043,209.8265973,10,10,1000,1000,76
24,78,424.0526091,209.8450901,10,10,1000,1000,76
24,79,581.1307716,785.372192,10,10,1000,1000,0
24,99,595.4782044,649.7678403,10,10,1000,1000,98
24,102,738.4618171,733.3156804,10,10,1000,1000,101
24,115,727.9552697,713.9395081,10,10,1000,1000,101
24,117,757.1659826,244.967824,10,10,1000,1000,116
24,182,783.3105442,225.842534,10,10,1000,1000,181
24,187,797.1491346,221.7253064,10,10,1000,1000,185
25,218,436.1446302,453.2691328,10,10,1000,1000,217
25,251,438.1005922,438.1740591,10,10,1000,1000,217
25,1,193.7076271,679.4636475,10,10,1000,1000,0
25,4,158.2074402,707.9282459,10,10,1000,1000,3
25,27,163.3227904,688.0033023,10,10,1000,1000,3
25,54,270.8517781,311.6629036,10,10,1000,1000,0
25,58,456.5047869,446.8134065,10,10,1000,1000,57
25,61,452.4350306,418.9343428,10,10,1000,1000,57
25,64,433.2518198,423.5791999,10,10,1000,1000,56
25,77,440.6442306,203.3972205,10,10,1000,1000,76
25,78,424.301266,207.8691729,10,10,1000,1000,76
25,79,580.7697567,782.289765,10,10,1000,1000,0
25,99,590.9693769,655.2865794,10,10,1000,1000,98
25,102,740.832012,731.9722519,10,10,1000,1000,101
25,117,757.3090743,242.1176077,10,10,1000,1000,116
25,182,785.0527119,225.5288194,10,10,1000,1000,181
25,187,797.7192448,223.0464946,10,10,1000,1000,185
26,218,436.1446302,453.2691328,10,10,1000,1000,217
26,251,438.1005922,438.1740591,10,10,1000,1000,217
26,1,193.6541667,676.1164142,10,10,1000,1000,0
26,4,163.1101734,714.2028948,10,10,1000,1000,3
26,27,160.1107432,689.4861715,10,10,1000,1000,3
26,54,269.0136554,308.2929631,10,10,1000,1000,0
26,58,457.0634764,444.702502,10,10,1000,1000,57
26,61,455.9015845,417.2524324,10,10,1000,1000,57
26,64,432.2755981,424.8661409,10,10,1000,1000,56
26,77,441.4023828,201.9206349,10,10,1000,1000,76
26,78,425.6695969,205.8757181,10,10,1000,1000,76
26,79,581.9790298,779.0004841,10,10,1000,1000,0
26,99,591.6215383,657.4864103,10,10,1000,1000,98
26,102,743.5712773,732.9156992,10,10,1000,1000,101
26,117,755.2245528,240.2992602,10,10,1000,1000,116
26,182,790.0567183,226.4436581,10,10,1000,1000,181
26,187,783.5686396,221.4172484,10,10,1000,1000,185
27,218,438.5674246,453.9472313,10,10,1000,1000,217
27,251,440.5246566,442.3829342,10,10,1000,1000,217
27,1,193.5541029,674.892034,10,10,1000,1000,0
27,4,159.2133699,715.9316912,10,10,1000,1000,3
27,27,159.53732,692.7299665,10,10,1000,1000,3
27,54,266.4107914,305.0726955,10,10,1000,1000,0
27,58,461.2017692,442.3539374,10,10,1000,1000,57
27,61,456.7301096,414.1957513,10,10,1000,1000,57
27,64,429.5433385,419.6696829,10,10,1000,1000,56
27,77,442.5498464,201.1989334,10,10,1000,1000,76
27,78,425.4472425,204.5754402,10,10,1000,1000,76
27,79,582.5795752,775.4262456,10,10,1000,1000,0
27,99,596.8626116,658.3407144,10,10,1000,1000,98
27,102,739.9932618,729.9215101,10,10,1000,1000,101
27,117,751.1314513,239.424389,10,10,1000,1000,116
27,182,791.0953491,228.7746542,10,10,1000,1000,181
27,187,781.9356414,219.3670031,10,10,1000,1000,185
28,218,435.3896656,452.6649315,10,10,1000,1000,217
28,251,442.5795944,445.7984339,10,10,1000,1000,217
28,1,194.4709056,672.2489138,10,10,1000,1000,0
28,4,153.656644,716.4111449,10,10,1000,1000,3
28,27,158.6619584,693.2798913,10,10,1000,1000,3
28,54,264.8210978,305.7395927,10,10,1000,1000,0
28,58,465.5004798,442.8661187,10,10,1000,1000,57
28,61,456.2048835,418.6607867,10,10,1000,1000,57
28,64,428.278749,420.5456123,10,10,1000,1000,56
28,77,443.2522086,198.1369474,10,10,1000,1000,76
28,78,429.0510856,198.4838885,10,10,1000,1000,76
28,79,585.1919976,771.7737417,10,10,1000,1000,0
28,99,592.618535,657.2367215,10,10,1000,1000,98
28,102,737.1094838,730.2417921,10,10,1000,1000,101
28,117,754.8849967,239.5633392,10,10,1000,1000,116
28,182,794.1825794,235.3084311,10,10,1000,1000,181
28,188,771.5108524,216.5215574,10,10,1000,1000,187
28,197,788.292203,222.6362326,10,10,1000,1000,187
29,218,432.3818635,455.554859,10,10,1000,1000,217
29,251,443.6632524,451.1276219,10,10,1000,1000,217
29,1,194.6781752,669.9323842,10,10,1000,1000,0
29,4,152.5991476,716.2907174,10,10,1000,1000,3
29,28,161.2156762,702.8367103,10,10,1000,1000,27
29,53,154.9706391,684.7721059,10,10,1000,1000,27
29,54,263.3842605,307.9017932,10,10,1000,1000,0
29,58,468.9160943,445.7938184,10,10,1000,1000,57
29,61,458.304094,414.4549855,10,10,1000,1000,57
29,64,431.0026047,423.2602307,10,10,1000,1000,56
29,77,443.8056612,196.4036357,10,10,1000,1000,76
29,78,430.5695976,195.1313206,10,10,1000,1000,76
29,79,585.4455942,768.4525749,10,10,1000,1000,0
29,99,588.2045447,660.0872301,10,10,1000,1000,98
29,102,740.2391371,733.2276331,10,10,1000,1000,101
29,118,765.2713813,244.6210645,10,10,1000,1000,117
29,177,748.1887826,234.1012253,10,10,1000,1000,117
29,182,794.3809693,240.7714632,10,10,1000,1000,181
29,188,772.1735984,212.1120251,10,10,1000,1000,187
29,197,788.292203,222.6362326,10,10,1000,1000,187
30,218,431.5730344,457.1472396,10,10,1000,1000,217
30,251,447.9199594,451.9621776,10,10,1000,1000,217
30,1,194.6548034,668.5603985,10,10,1000,1000,0
30,4,150.9768179,719.0264082,10,10,1000,1000,3
30,28,164.825042,701.8719669,10,10,1000,1000,27
30,53,153.627977,684.3356163,10,10,1000,1000,27
30,54,263.3340914,307.5732159,10,10,1000,1000,0
30,58,470.1267999,447.8703701,10,10,1000,1000,57
30,61,457.6858678,411.8568164,10,10,1000,1000,57
30,64,437.3823679,427.4307835,10,10,1000,1000,56
30,77,444.072568,197.455727,10,10,1000,1000,76
30,78,431.8801183,193.4466699,10,10,1000,1000,76
30,79,582.4060225,768.5463127,10,10,1000,1000,0
30,99,584.1989595,664.5026083,10,10,1000,1000,98
30,102,740.3295979,733.227223,10,10,1000,1000,101
30,119,774.5561809,247.2403039,10,10,1000,1000,118
30,162,756.2448885,242.2756328,10,10,1000,1000,118
30,177,750.386378,234.1336345,10,10,1000,1000,117
30,182,793.9580921,245.3429305,10,10,1000,1000,181
30,188,771.7652627,209.3672417,10,10,1000,1000,187
30,197,788.292203,222.6362326,10,10,1000,1000,187
31,218,433.6489418,455.8103732,10,10,1000,1000,217
31,251,448.8164254,448.9396098,10,10,1000,1000,217
31,1,197.3138827,664.5887155,10,10,1000,1000,0
31,4,149.6400718,719.585972,10,10,1000,1000,3
31,28,162.2210358,703.5611626,10,10,1000,1000,27
31,53,155.0207374,684.2516139,10,10,1000,1000,27
31,54,265.4629519,308.6712046,10,10,1000,1000,0
31,58,473.8848607,450.3495968,10,10,1000,1000,57
31,61,457.5207914,410.0359305,10,10,1000,1000,57
31,64,438.1130576,429.2974248,10,10,1000,1000,56
31,77,446.5490837,194.069741,10,10,1000,1000,76
31,78,433.1150587,188.0833527,10,10,1000,1000,76
31,80,587.4899155,776.1545242,10,10,1000,1000,79
31,97,575.8782631,760.7108733,10,10,1000,1000,79
31,99,584.6590142,667.6417205,10,10,1000,1000,98
31,102,738.2659508,735.1639231,10,10,1000,1000,101
31,119,772.8764551,249.2878502,10,10,1000,1000,118
31,162,758.6378493,241.2524687,10,10,1000,1000,118
31,177,751.1186448,235.492785,10,10,1000,1000,117
31,182,794.8354857,246.3896411,10,10,1000,1000,181
31,188,774.3700085,209.2805891,10,10,1000,1000,187
31,198,794.3969202,228.9177096,10,10,1000,1000,197
31,199,802.5615005,220.9752903,10,10,1000,1000,197
32,218,433.9777889,454.2325824,10,10,1000,1000,217
32,251,447.2682149,449.5781145,10,10,1000,1000,217
32,1,198.3989257,661.04073,10,10,1000,1000,0
32,4,151.6361141,722.9731396,10,10,1000,1000,3
32,28,164.8637595,702.7143072,10,10,1000,1000,27
32,53,158.2071907,683.7024789,10,10,1000,1000,27
32,54,269.1771529,307.7969616,10,10,1000,1000,0
32,58,477.2355489,455.5795858,10,10,1000,1000,57
32,61,461.2720658,408.9936145,10,10,1000,1000,57
32,64,444.3301435,431.9713895,10,10,1000,1000,56
32,77,446.3168179,189.6379327,10,10,1000,1000,76
32,80,586.2249319,776.0761794,10,10,1000,1000,79
32,97,574.779206,760.5823081,10,10,1000,1000,79
32,99,581.2516919,671.9367524,10,10,1000,1000,98
32,102,736.4641555,733.5570925,10,10,1000,1000,101
32,119,773.5162199,246.8403766,10,10,1000,1000,118
32,162,757.7567724,239.5934953,10,10,1000,1000,118
32,177,749.8890837,234.1004014,10,10,1000,1000,117
32,182,795.7720316,246.8486911,10,10,1000,1000,181
32,188,779.2009488,210.4319401,10,10,1000,1000,187
32,198,796.371879,231.4468786,10,10,1000,1000,197
32,199,806.6004303,224.2667012,10,10,1000,1000,197
33,218,433.7794277,454.2794597,10,10,1000,1000,217
33,251,448.2482929,452.6727356,10,10,1000,1000,217
33,1,193.3882383,658.7243519,10,10,1000,1000,0
33,5,150.2726992,731.8130362,10,10,1000,1000,4
33,12,154.1252071,713.4823537,10,10,1000,1000,4
33,28,169.4430092,702.5519594,10,10,1000,1000,27
33,53,160.5193709,683.1498047,10,10,1000,1000,27
33,54,269.6717104,308.8905788,10,10,1000,1000,0
33,58,482.1221391,460.016502,10,10,1000,1000,57
33,61,462.0263921,407.8713217,10,10,1000,1000,57
33,64,448.7971534,431.5800596,10,10,1000,1000,56
33,77,440.561609,184.5456869,10,10,1000,1000,76
33,80,582.5482664,774.9561008,10,10,1000,1000,79
33,97,578.4717528,759.007313,10,10,1000,1000,79
33,99,578.3052438,676.9875316,10,10,1000,1000,98
33,102,736.9658198,733.7729441,10,10,1000,1000,101
33,119,768.2810267,242.9402088,10,10,1000,1000,118
33,162,763.250797,232.9522004,10,10,1000,1000,118
33,177,747.5049165,225.38355,10,10,1000,1000,117
33,182,798.7036175,247.1008946,10,10,1000,1000,181
33,188,780.4455672,212.7244732,10,10,1000,1000,187
33,198,798.7701701,232.8302744,10,10,1000,1000,197
33,199,807.1767029,226.1488261,10,10,1000,1000,197
34,218,433.5810666,454.326337,10,10,1000,1000,217
34,251,450.6372608,455.8394443,10,10,1000,1000,217
34,1,191.9593371,656.6729665,10,10,1000,1000,0
34,5,152.9842385,736.5889969,10,10,1000,1000,4
34,13,159.6668504,721.7511044,10,10,1000,1000,12
34,24,148.6781701,705.3343229,10,10,1000,1000,12
34,28,173.4849821,701.4380274,10,10,1000,1000,27
34,53,162.2405065,682.9486933,10,10,1000,1000,27
34,54,268.5548015,310.5960315,10,10,1000,1000,0
34,58,484.7762197,462.4956925,10,10,1000,1000,57
34,61,466.145915,407.5496795,10,10,1000,1000,57
34,64,452.2012373,433.5152825,10,10,1000,1000,56
34,77,439.7634067,182.4067517,10,10,1000,1000,76
34,80,583.1661433,772.1502672,10,10,1000,1000,79
34,97,584.6073602,758.149539,10,10,1000,1000,79
34,99,579.7441569,681.9934167,10,10,1000,1000,98
34,102,733.1059402,733.7911532,10,10,1000,1000,101
34,119,760.5647821,240.3253332,10,10,1000,1000,118
34,163,749.2350683,244.7735654,10,10,1000,1000,162
34,176,770.0572893,224.3731135,10,10,1000,1000,162
34,177,748.3147617,229.3123963,10,10,1000,1000,117
34,182,797.7551892,251.5440757,10,10,1000,1000,181
34,188,781.4704399,210.1619721,10,10,1000,1000,187
34,198,801.1158427,235.01457,10,10,1000,1000,197
34,199,810.3592771,229.6128721,10,10,1000,1000,197
35,218,441.2211685,457.3834075,10,10,1000,1000,217
